"phenotype","PhecodeString","group","training.n","training.event","training.preid","internal.n","internal.event","internal.preid","external.n","external.event","external.preid","MIMIC_png.n","MIMIC_png.event","MIMIC_png.preid"
"465","Acute upper respiratory infections of multiple or unspecified sites","Respiratory",144816,7514,"1275 (398-2321)",62326,3241,"1281 (403-2323)",49144,4703,"1431 (534-2529)",28363,988,"903 (341-1502)"
"465.2","Acute pharyngitis","Respiratory",164369,1796,"1387 (475-2467)",70520,716,"1394 (477-2469)",64171,1671,"1637 (707-2764)",29187,540,"923 (350-1524)"
"465.4","Acute laryngitis and tracheitis","Respiratory",166273,59,"1404 (488-2484)",71321,20,"1411 (491-2490)",65840,75,"1686 (751-2810)",29569,56,"936 (357-1539)"
"470","Septal Deviations/Turbinate Hypertrophy","Respiratory",163886,2071,"1391 (476-2471)",70385,860,"1398 (478-2475)",64820,1061,"1657 (725-2784)",29596,15,"936 (357-1539)"
"471","Nasal polyps","Respiratory",165604,730,"1399 (484-2480)",71079,323,"1406 (486-2484)",65732,455,"1679 (746-2802)",29600,15,"936 (357-1539)"
"472","Chronic pharyngitis and nasopharyngitis","Respiratory",161017,4668,"1360 (458-2435)",69171,1841,"1369 (458.5-2437)",62914,2282,"1613 (685-2736)",29566,64,"935 (356-1537)"
"473","Diseases of the larynx and vocal cords","Respiratory",164571,662,"1395 (481-2472)",70661,269,"1401 (482-2476)",64994,376,"1669 (736-2793.75)",29478,87,"935 (357-1537)"
"473.3","Paralysis/spasm of vocal cords or larynx","Respiratory",166149,270,"1405 (488-2485)",71282,100,"1412 (492-2492)",65965,121,"1690 (754-2814)",29521,51,"937 (358-1539)"
"473.4","Voice disturbance","Respiratory",165721,1213,"1398 (482-2477)",71115,504,"1402 (485-2483)",65740,673,"1673 (739-2798.25)",29534,92,"936 (356-1537)"
"474","Acute and chronic tonsillitis","Respiratory",166245,89,"1405 (488-2485)",71325,32,"1413 (491-2493)",66048,35,"1690 (754-2814)",29595,19,"937 (357-1538)"
"474.1","Acute tonsillitis","Respiratory",162160,4209,"1365 (459-2445)",69641,1779,"1372 (461-2444)",62894,3207,"1590 (669-2718)",29592,34,"935.5 (356-1538)"
"474.2","Chronic tonsillitis and adenoiditis","Respiratory",165999,218,"1403 (486-2484)",71238,102,"1410 (490-2490)",65882,93,"1687 (752-2810)",29607,14,"937 (357-1538)"
"475","Chronic sinusitis","Respiratory",164125,1820,"1389 (476-2467)",70456,758,"1395 (477.75-2469)",64935,950,"1660 (729-2783)",29296,236,"932 (355-1532)"
"475.9","Postnasal drip","Respiratory",166356,345,"1404 (488-2484)",71362,151,"1410 (490-2490)",66003,306,"1684 (749-2806.5)",29585,43,"936 (356-1538)"
"476","Allergic rhinitis","Respiratory",151417,8424,"1294 (412-2359)",65048,3430,"1301 (414-2357)",55815,4511,"1491 (581-2604)",29323,378,"930 (353-1532)"
"477","Epistaxis or throat hemorrhage","Respiratory",164606,1360,"1393 (479-2471)",70605,547,"1399 (481-2478)",64959,786,"1665 (733-2787)",29245,433,"932 (355-1533)"
"478","Throat pain","Respiratory",164155,1136,"1389 (475-2465)",70433,477,"1394 (477-2469)",64097,1030,"1643 (713-2767)",29532,93,"934 (355-1537)"
"479","Other upper respiratory disease","Respiratory",164246,2297,"1387.5 (474.25-2467)",70479,895,"1396 (477-2476)",64608,1414,"1649 (718-2773)",29152,380,"933 (356-1533)"
"480","Pneumonia","Respiratory",143881,9855,"1393 (499-2457)",61834,4055,"1395 (497-2462)",55982,4073,"1651.5 (732-2758)",25777,2569,"907 (348-1507)"
"480.1","Bacterial pneumonia","Respiratory",164533,2458,"1403 (489-2484)",70617,966,"1410 (491-2491)",64884,1315,"1683 (747-2812.25)",28939,522,"933 (355-1533)"
"480.11","Pneumococcal pneumonia","Respiratory",166244,244,"1405 (489-2486)",71315,106,"1413 (492-2493)",66011,96,"1691 (755-2814)",29577,88,"935 (357-1538)"
"480.12","Pseudomonal pneumonia","Respiratory",166318,402,"1405 (488-2486)",71363,160,"1413 (491-2493)",66008,215,"1691 (756-2815.25)",29553,60,"937 (357-1538)"
"480.13","MRSA pneumonia","Respiratory",166395,184,"1405 (489-2486)",71389,69,"1413 (492-2493)",66074,88,"1691 (755-2814)",29541,47,"937 (357-1539)"
"480.2","Viral pneumonia","Respiratory",162900,4221,"1414 (476-2495)",69996,1806,"1420 (478-2497.25)",65135,1943,"1685 (721-2807)",29526,76,"936 (356.25-1538)"
"480.3","Pneumonia due to fungus (mycoses)","Respiratory",166307,274,"1405 (489-2485)",71363,103,"1412 (492-2493)",66041,128,"1690 (754-2813)",29531,48,"937 (357-1539)"
"480.5","Bronchopneumonia and lung abscess","Respiratory",161098,3808,"1380 (472-2459)",69128,1540,"1384 (473-2462)",62264,2551,"1636 (708-2763)",29556,45,"937 (357-1539.25)"
"481","Influenza","Respiratory",155315,4565,"1357 (449-2446)",66630,1958,"1370 (453-2455)",59508,2642,"1623 (694-2767)",28937,871,"915 (347-1516)"
"483","Acute bronchitis and bronchiolitis","Respiratory",154952,2903,"1344 (444-2399)",66631,1204,"1347 (445-2405)",55439,2398,"1540 (630.5-2635)",29206,271,"929 (354-1530)"
"495","Asthma","Respiratory",160880,2862,"1373 (466-2451)",69080,1189,"1379 (468-2456.25)",62032,1684,"1637.5 (710-2761)",26471,1468,"892 (334-1491)"
"495.1","Chronic obstructive asthma","Respiratory",165692,155,"1404 (488-2484)",71079,94,"1411 (491-2490)",65530,135,"1690 (755-2811)",29044,163,"932 (354-1532)"
"495.11","Chronic obstructive asthma with exacerbation","Respiratory",166005,105,"1406 (489-2486)",71234,59,"1413 (492-2493)",65759,89,"1693 (757-2817.5)",29320,53,"934 (356-1534.25)"
"495.2","Asthma with exacerbation","Respiratory",164895,873,"1397 (483-2476)",70732,377,"1404 (485-2484)",64762,638,"1673 (739-2799)",28735,472,"916 (348-1517)"
"496","Chronic airway obstruction","Respiratory",162277,2534,"1392 (479-2473)",69635,1037,"1399 (482-2478)",63270,1612,"1664 (729-2791)",27579,1388,"928 (355-1525)"
"496.1","Emphysema","Respiratory",166016,323,"1405 (488-2485.25)",71261,155,"1411 (491-2491)",65890,161,"1690 (754-2813)",29232,296,"935 (358-1537)"
"496.2","Chronic bronchitis","Respiratory",161110,2661,"1377 (468-2450)",69129,1093,"1383 (469-2454)",61411,2163,"1631 (703-2749)",29568,49,"936 (357-1538)"
"496.21","Obstructive chronic bronchitis","Respiratory",164023,1455,"1400 (487-2483)",70364,633,"1407 (489-2486)",64181,1074,"1682 (747-2805)",28778,652,"929 (354-1529)"
"496.3","Bronchiectasis","Respiratory",164934,801,"1398 (483-2476)",70770,345,"1404 (485-2484)",65058,498,"1677 (744-2801)",29421,149,"935 (356-1537)"
"497","Bronchitis","Respiratory",160786,5557,"1355 (454-2430)",69001,2299,"1362 (455-2436)",61345,4425,"1561 (640-2696)",29327,173,"932 (354-1533.5)"
"500","Lung disease due to external agents","Respiratory",166256,160,"1405 (489-2485)",71345,58,"1412 (491-2492)",65997,74,"1689 (754-2813)",29569,90,"935 (356-1538)"
"500.2","Pneumoconiosis","Respiratory",166220,96,"1406 (490-2486)",71342,46,"1413 (492-2493)",66070,22,"1690 (756-2813)",29577,17,"937 (357-1539)"
"501","Pneumonitis due to inhalation of food or vomitus","Respiratory",165647,1465,"1406 (489-2488)",71067,607,"1413 (492-2495)",65792,548,"1693 (755-2818)",28813,756,"935 (359-1539)"
"502","Postinflammatory pulmonary fibrosis","Respiratory",165746,597,"1403 (487-2483)",71146,230,"1409 (489-2487)",65637,440,"1683 (748-2806)",29380,171,"936 (356-1539)"
"503","Pulmonary congestion and hypostasis","Respiratory",166189,264,"1405 (489-2486)",71327,107,"1413 (491-2493)",65991,122,"1692 (757-2815.5)",29290,320,"935 (357-1537)"
"504","Other alveolar and parietoalveolar pneumonopathy","Respiratory",166337,238,"1405 (489-2486)",71359,83,"1412 (491-2492)",66047,155,"1690 (754-2813)",29543,120,"935 (356-1538)"
"504.1","Idiopathic fibrosing alveolitis","Respiratory",166174,334,"1405 (488-2486)",71310,143,"1411 (491-2491)",65900,329,"1688 (752-2811)",29564,65,"937 (357-1539)"
"505","Other pulmonary inflamation or edema","Respiratory",165481,735,"1407 (491-2489)",70991,258,"1414 (493.5-2494)",65721,288,"1693 (759-2818)",29247,223,"935 (356-1537)"
"506","Empyema and pneumothorax","Respiratory",165282,527,"1406 (490-2487)",70921,211,"1413 (492-2493)",65682,207,"1692 (756-2815)",29185,214,"939 (360-1541)"
"507","Pleurisy; pleural effusion","Respiratory",163353,2600,"1409 (494-2491)",70149,1118,"1414 (495-2496)",64758,1243,"1694 (762-2819)",28150,901,"939 (364-1541)"
"508","Pulmonary collapse; interstitial and compensatory emphysema","Respiratory",166037,508,"1404 (488-2486)",71262,200,"1412 (490-2492.75)",65969,212,"1690 (753-2813)",28531,744,"934 (356-1532)"
"509.1","Respiratory failure","Respiratory",162713,5186,"1419 (508-2502)",69824,2114,"1427 (510-2508.25)",64544,1830,"1711 (779-2835.25)",28033,2076,"934 (363-1533)"
"509.2","Respiratory insufficiency","Respiratory",166343,277,"1405 (489-2486)",71357,112,"1413 (492-2493)",66069,116,"1691 (755-2815)",29453,173,"935 (357-1537)"
"509.3","Pulmonary insufficiency or respiratory failure following trauma and surgery","Respiratory",166415,27,"1405 (489-2486)",71407,13,"1413 (492-2493)",66099,11,"1691 (755-2814)",29254,56,"939 (360-1542)"
"509.5","Respiratory arrest","Respiratory",166458,34,"1405 (489-2486)",71409,22,"1413 (492-2493)",66103,10,"1691 (756-2814)",29601,13,"937 (357-1539)"
"509.8","Dependence on respirator [Ventilator] or supplemental oxygen","Respiratory",165864,718,"1408 (493-2489)",71175,292,"1415 (495-2496)",65779,348,"1695 (761.5-2820)",29095,613,"935 (358-1536)"
"510","Other diseases of lung","Respiratory",165916,600,"1403 (487-2483)",71177,228,"1410 (489-2489)",65829,300,"1686 (752-2809)",29003,200,"933 (355-1533)"
"512.1","Wheezing","Respiratory",166428,68,"1405 (489-2486)",71401,21,"1413 (492-2493)",66038,63,"1690 (754-2814)",29477,123,"934 (356-1537)"
"512.2","Painful respiration","Respiratory",164930,1285,"1398 (482-2478)",70833,540,"1402 (482-2486)",65232,856,"1674 (738-2801)",29216,304,"929 (352-1528)"
"512.7","Shortness of breath","Respiratory",159163,4121,"1391 (482-2468)",68312,1659,"1397 (487-2476)",62244,2075,"1674 (745.75-2801)",28085,1148,"907 (340-1505)"
"512.8","Cough","Respiratory",158141,3392,"1361 (461-2424)",67835,1428,"1366 (455-2427)",60371,2230,"1604 (682-2716)",27885,1524,"897 (336-1496)"
"512.9","Other dyspnea","Respiratory",162294,4318,"1393 (478-2476)",69704,1777,"1400 (482-2484)",64350,1887,"1669 (731-2798)",27560,2516,"886 (334-1491)"
"513.3","Hypoventilation","Respiratory",166427,75,"1405 (489-2486)",71400,32,"1412.5 (491-2493)",66082,38,"1690 (755-2813.75)",29492,128,"934 (356-1537)"
"513.31","Apnea","Respiratory",166441,23,"1405 (489-2485)",71410,8,"1413 (492-2493)",66089,15,"1691 (755-2814)",29581,33,"937 (357-1538)"
"513.4","Hyperventilation","Respiratory",164983,523,"1400 (483-2478)",70813,184,"1406 (486-2484)",65419,242,"1683 (748-2805)",29510,85,"936 (357-1538)"
"513.8","Disorders of diaphragm","Respiratory",166209,192,"1404 (488-2485)",71304,71,"1411 (491-2490)",65947,113,"1688 (753-2813)",29504,74,"936 (357-1539)"
"514","Abnormal findings examination of lungs","Respiratory",165576,822,"1401 (484.75-2482)",71082,345,"1408 (487-2486.75)",65669,384,"1685 (749-2807)",29265,526,"932 (354-1533)"
"514.2","Solitary pulmonary nodule","Respiratory",165822,1069,"1401 (484-2483)",71122,416,"1408 (488-2490)",65796,574,"1683 (747-2808)",28993,538,"930 (355-1531)"
"516.1","Hemoptysis","Respiratory",164777,884,"1400 (485-2478)",70698,340,"1406 (488-2485)",64976,526,"1678 (746.75-2800)",29306,328,"934 (355-1534)"
"519","Other diseases of respiratory system, not elsewhere classified","Respiratory",162988,1740,"1385 (474-2460)",69854,700,"1391 (473-2464)",63196,1044,"1650 (720.75-2772)",29561,20,"936 (356-1537)"
"519.1","Tracheostomy complications","Respiratory",166407,96,"1405 (489-2486)",71398,44,"1413 (491-2493)",66039,48,"1692 (756-2815)",29558,54,"937 (357-1539)"
"519.2","Respiratory complications","Respiratory",166385,329,"1405 (489-2486)",71374,123,"1413 (492-2493)",66057,221,"1691 (754-2815)",29254,175,"937.5 (360-1539)"
"519.8","Other diseases of respiratory system, NEC","Respiratory",166262,223,"1404 (488-2485)",71336,94,"1412 (491-2491)",65961,123,"1688 (752-2812)",29561,55,"936 (356-1538)"
"519.9","Symptoms involving respiratory system and other chest symptoms","Respiratory",166408,68,"1405 (489-2485)",71387,18,"1413 (492-2493)",66058,37,"1690 (755-2814)",29430,57,"937 (358-1539)"
"521","Diseases of hard tissues of teeth","Digestive",165654,1233,"1396 (482-2472)",71066,504,"1401 (484-2478)",65548,670,"1671 (737-2793)",29607,16,"937 (357-1539)"
"521.1","Dental caries","Digestive",160881,4835,"1355 (451-2426)",69060,2046,"1365.5 (456-2431)",62186,2635,"1590 (669-2713)",29497,108,"935 (356-1538)"
"522.5","Periapical abscess","Digestive",165353,1619,"1393 (479-2471)",70974,706,"1399 (480-2475)",65211,916,"1663 (733-2785)",29537,111,"934 (356-1536)"
"523","Gingival and periodontal diseases","Digestive",165603,559,"1400 (484-2479)",71024,216,"1406 (487-2484)",65483,379,"1677 (744-2801)",29581,36,"937 (357-1539)"
"523.1","Gingivitis","Digestive",158667,7465,"1335 (439-2399)",68058,3087,"1343 (440-2408)",61039,4125,"1554 (636-2675)",29604,14,"936 (357-1539)"
"523.31","Acute periodontitis","Digestive",160290,3660,"1359 (454-2427)",68724,1560,"1366 (455-2437)",61769,1937,"1600 (675-2720)",29529,36,"936 (356-1538)"
"525","Other diseases of the teeth and supporting structures","Digestive",163417,2762,"1380 (470-2454)",70032,1159,"1386 (473-2462)",64185,1433,"1646 (716-2771)",29467,195,"933 (354.5-1533)"
"525.1","Loss of teeth or edentulism","Digestive",166300,146,"1404 (488-2484)",71329,50,"1411 (491-2492)",66036,65,"1689 (754-2813)",29605,11,"936 (357-1539)"
"526.41","Temporomandibular joint disorder, unspecified","Digestive",164936,1252,"1392 (477-2470)",70716,502,"1397 (479-2472)",65037,636,"1662 (731-2785)",29577,26,"935 (357-1538)"
"526.5","Inflammatory conditions of jaw","Digestive",165772,328,"1402 (486-2482)",71112,152,"1409 (489-2487)",65744,114,"1686 (752-2807.25)",29602,10,"937 (357-1539)"
"527.2","Sialoadenitis","Digestive",166152,210,"1403 (487-2483)",71302,97,"1410 (490-2489)",65931,138,"1686 (751-2809.5)",29565,66,"935 (356-1537)"
"527.7","Disturbance of salivary secretion","Digestive",166102,444,"1401 (486-2481)",71253,163,"1408 (488-2488)",65868,280,"1681 (748-2803)",29576,34,"936 (357-1539)"
"528","Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue","Digestive",165808,519,"1401 (485-2481)",71140,197,"1408 (489-2486)",65719,305,"1678 (746-2802)",29486,61,"936 (357-1537)"
"528.1","Stomatitis and mucositis","Digestive",166348,312,"1404 (487-2484)",71371,117,"1411 (490-2491)",66052,154,"1688 (753-2811)",29518,81,"936.5 (356-1539)"
"528.11","Stomatitis and mucositis (ulcerative)","Digestive",165674,366,"1401.5 (486-2481)",71119,172,"1407 (488-2487)",65590,186,"1684 (749-2807)",29577,35,"937 (357-1539)"
"528.12","Oral aphthae","Digestive",160973,3620,"1364 (458-2435)",69154,1466,"1372 (461-2438)",62022,2082,"1610 (683-2726.75)",29570,50,"935 (356-1537)"
"528.3","Cellulitis and abscess of oral soft tissues","Digestive",165295,283,"1401 (485-2478)",70928,117,"1407 (488-2485)",65442,145,"1681 (748-2803.75)",29597,9,"937 (357-1538)"
"528.5","Diseases of lips","Digestive",166390,67,"1404 (488-2485)",71378,25,"1412 (491-2492)",66016,64,"1688 (753-2811)",29595,30,"936 (357-1538)"
"528.7","Sialolithiasis","Digestive",166333,53,"1405 (488-2485)",71379,20,"1412 (491-2492)",66084,32,"1689 (754-2813)",29607,14,"936 (357-1539)"
"529.1","Glossitis","Digestive",166283,120,"1404 (488-2484)",71354,55,"1410.5 (490-2490)",65981,70,"1688 (752-2811)",29598,30,"936 (357-1538)"
"530","Diseases of esophagus","Digestive",166404,66,"1405 (489-2485)",71390,20,"1412.5 (492-2493)",66043,51,"1689 (754-2813)",29536,30,"936 (357-1539)"
"530.1","Esophagitis, GERD and related diseases","Digestive",163957,1358,"1390 (477-2467)",70357,587,"1395 (477-2472)",64389,641,"1661 (728-2784)",29168,363,"932 (354-1532)"
"530.11","GERD","Digestive",158378,8447,"1348 (449-2426)",68004,3489,"1347 (445-2422)",62155,4178,"1590 (669-2714)",22282,3585,"847 (316-1445)"
"530.12","Ulcer of esophagus","Digestive",154961,7550,"1312 (428-2374)",66480,3129,"1320 (427-2373)",58276,4047,"1528 (617-2640)",29516,86,"936 (357-1537.25)"
"530.13","Barrett's esophagus","Digestive",166323,350,"1403 (487-2483)",71356,135,"1410 (490-2491)",66026,189,"1687 (752-2811)",29279,231,"934 (355-1533)"
"530.14","Reflux esophagitis","Digestive",156882,5762,"1336 (440-2404)",67315,2365,"1342 (443-2406)",60300,3492,"1567 (643-2690)",29558,100,"935 (356-1537)"
"530.2","Esophageal bleeding (varices/hemorrhage)","Digestive",166022,330,"1406 (490-2486)",71198,156,"1413 (492-2493)",65915,155,"1691 (756-2814.5)",29067,263,"936 (358-1541)"
"530.3","Stricture and stenosis of esophagus","Digestive",166401,70,"1405 (489-2486)",71394,31,"1413 (492-2493)",66100,30,"1690 (755-2814)",29444,154,"936 (357-1537)"
"530.5","Disorders of esophageal motility","Digestive",166213,92,"1404 (488-2483)",71315,35,"1410 (490-2490)",65913,50,"1688 (752-2811)",29443,146,"934 (356-1537)"
"530.7","Gastroesophageal laceration-hemorrhage syndrome","Digestive",166385,56,"1405 (489-2486)",71385,28,"1413 (492-2493)",66084,23,"1690.5 (755-2813)",29497,90,"935 (356-1537)"
"531.1","Hemorrhage from gastrointestinal ulcer","Digestive",160377,2686,"1383 (473-2456)",68871,1181,"1385 (473-2457)",62731,1363,"1652 (725-2773)",29358,222,"935 (357-1538)"
"531.2","Gastric ulcer","Digestive",159900,3971,"1366 (462-2441.25)",68615,1602,"1372 (464-2441)",62271,2109,"1629 (701-2743)",29396,175,"934 (356-1537)"
"531.3","Duodenal ulcer","Digestive",163461,1325,"1393 (480-2469)",70092,531,"1399 (483-2475)",64204,768,"1664 (732-2790)",29470,123,"935 (356-1539)"
"531.4","Peptic ulcer, site unspecified","Digestive",157087,5725,"1344 (447.5-2413)",67405,2417,"1348 (449-2416)",60165,3022,"1589 (666-2707)",29070,321,"931 (354-1533)"
"531.5","Gastrojejunal ulcer","Digestive",166420,33,"1405 (489-2486)",71408,17,"1413 (492-2493)",66080,11,"1690.5 (755-2814)",29564,32,"936 (357-1538.25)"
"532","Dysphagia","Digestive",165380,1224,"1399 (483-2478)",70918,519,"1406 (486-2484)",65530,597,"1680 (745-2806)",28569,1197,"932 (358-1533)"
"535.1","Acute gastritis","Digestive",159171,2981,"1365 (458-2436)",68279,1290,"1371 (460-2434)",61417,1787,"1624 (693-2742)",29579,40,"936 (357-1538)"
"535.2","Atrophic gastritis","Digestive",165914,1163,"1399 (484-2478)",71159,450,"1405 (485-2487)",65808,817,"1676 (740-2802)",29505,81,"935 (357-1537)"
"535.6","Duodenitis","Digestive",166206,283,"1404 (488-2484)",71313,109,"1411 (490-2493)",66007,108,"1689 (753-2813)",29385,172,"934 (356-1534)"
"535.8","Other specified gastritis","Digestive",164509,2103,"1396 (480-2476)",70589,843,"1401 (480-2483)",65227,967,"1674 (738-2800)",29429,158,"934 (355-1534)"
"535.9","Gastritis and duodenitis, NOS","Digestive",164283,1159,"1395 (480-2472)",70489,474,"1399 (481-2476)",64299,724,"1665 (731-2787)",28856,536,"924 (352-1524)"
"536.3","Gastroparesis","Digestive",166382,65,"1405 (489-2485)",71384,25,"1412.5 (491-2493)",66042,38,"1690 (754.25-2814)",29267,230,"931 (354-1532)"
"536.8","Dyspepsia and other specified disorders of function of stomach","Digestive",163001,1908,"1385 (472-2460)",69998,783,"1388 (474-2462)",63035,1272,"1644 (713.5-2764)",29427,126,"934 (356-1535)"
"537","Other disorders of stomach and duodenum","Digestive",165609,1136,"1399 (483-2478)",71025,455,"1406 (487-2485)",65627,623,"1676 (742-2801)",29092,406,"935 (357-1538)"
"537.1","Lesions of stomach and duodenum","Digestive",166432,81,"1405 (488-2485)",71401,16,"1413 (492-2493)",66097,33,"1691 (755-2813)",29463,141,"936 (357-1538.5)"
"540.1","Appendicitis","Digestive",166244,84,"1404 (489-2484)",71332,37,"1411 (491-2491)",66013,36,"1690 (754-2813)",29575,24,"937 (357-1538.5)"
"540.11","Acute appendicitis","Digestive",164586,754,"1399 (483-2478)",70680,249,"1406 (485-2486)",65469,250,"1686 (751-2808)",29447,129,"935 (356-1536)"
"550","Abdominal hernia","Digestive",166328,68,"1405 (489-2485)",71366,18,"1412 (492-2492)",66020,34,"1691 (755-2813)",29530,40,"935 (356-1537)"
"550.1","Inguinal hernia","Digestive",164508,1166,"1398 (484-2476)",70567,446,"1403 (485-2483)",65163,524,"1679 (745-2803)",29409,171,"935 (356-1537)"
"550.2","Diaphragmatic hernia","Digestive",165975,543,"1404 (487-2485)",71187,219,"1410 (489-2492)",65912,253,"1688 (753-2811)",28944,442,"932 (354-1530)"
"550.3","Femoral hernia","Digestive",166400,77,"1405 (489-2485)",71393,20,"1413 (492-2493)",66080,28,"1691 (755-2814)",29602,10,"937 (357-1539)"
"550.4","Umbilical hernia","Digestive",166390,105,"1405 (489-2485)",71389,38,"1412 (491-2493)",66070,55,"1690 (754-2813)",29364,241,"932 (354-1534)"
"550.5","Ventral hernia","Digestive",166370,112,"1405 (489-2485)",71379,40,"1412 (491-2493)",66045,62,"1689 (754-2813)",29395,249,"933 (355-1533)"
"550.6","Incisional hernia","Digestive",166343,181,"1404 (488-2485)",71368,77,"1410 (491-2491)",66030,75,"1689 (753-2813)",29304,266,"932 (354-1532.25)"
"555.1","Regional enteritis","Digestive",165899,94,"1403 (487-2483)",71158,24,"1411 (490-2490)",65632,70,"1685 (751-2807)",29230,101,"934 (355-1535)"
"555.2","Ulcerative colitis","Digestive",166354,111,"1404 (488-2485)",71376,41,"1412 (491-2491)",66036,83,"1689 (753-2813)",29355,86,"936 (356.5-1539)"
"555.21","Ulcerative colitis (chronic)","Digestive",166383,65,"1405 (489-2485)",71380,27,"1413 (491-2493)",66049,32,"1690 (754-2813)",29513,61,"936 (357-1538)"
"556","Ulceration of the lower GI tract","Digestive",166305,157,"1405 (489-2485)",71350,70,"1411 (491-2491)",66006,84,"1689.5 (754-2813)",29577,32,"936 (357-1538)"
"556.1","Ulceration of intestine","Digestive",166421,67,"1405 (489-2486)",71398,26,"1412 (491-2493)",66093,26,"1691 (755-2814)",29547,62,"935 (356-1537)"
"556.11","Angiodysplasia of intestine (without mention of hemorrhage)","Digestive",166450,59,"1405 (489-2486)",71405,16,"1413 (492-2493)",66091,30,"1691 (755-2814)",29535,74,"935 (356-1538)"
"558","Noninfectious gastroenteritis","Digestive",155657,4313,"1351 (443-2419)",66910,1807,"1354 (446-2420)",59613,2365,"1602 (671-2721)",28764,786,"915 (347-1516)"
"559","Ileostomy status","Digestive",166413,60,"1405 (489-2486)",71388,32,"1413 (492-2493)",66093,25,"1691 (755-2814)",29357,138,"935 (356-1537)"
"560.1","Paralytic ileus","Digestive",165788,854,"1403 (488-2484)",71131,374,"1411 (490-2491)",65833,431,"1687 (751-2813)",28883,381,"933 (356-1535)"
"560.2","Impaction of intestine","Digestive",166333,128,"1405 (489-2485)",71363,56,"1412 (491-2492)",66010,69,"1690 (756-2813)",29572,53,"936 (357-1538)"
"560.3","Peritoneal or intestinal adhesions","Digestive",166129,347,"1404 (487-2484)",71283,128,"1410 (490-2490)",65954,140,"1689 (753-2813)",29402,87,"934 (355-1537)"
"560.4","Other intestinal obstruction","Digestive",164798,1033,"1402 (486-2481)",70674,420,"1409 (490-2487)",65242,459,"1687 (751-2809)",28849,496,"930 (355-1530)"
"561","Symptoms involving digestive system","Digestive",166233,613,"1402 (486-2482)",71304,256,"1409 (490-2489)",65942,385,"1685 (750-2807)",29384,264,"934 (356-1535)"
"562.1","Diverticulosis","Digestive",165534,807,"1401 (485-2480)",71031,367,"1407 (487-2487)",65682,404,"1683.5 (747-2808)",28512,688,"925 (353.75-1526)"
"562.2","Diverticulitis","Digestive",165704,545,"1402 (486-2481)",71108,212,"1408 (489-2489)",65833,215,"1686 (751-2811)",29222,286,"931 (355-1530)"
"564","Functional digestive disorders","Digestive",163676,1163,"1391 (476-2467)",70274,506,"1397 (479-2470.75)",63406,1038,"1644 (713-2767)",29540,63,"935 (356-1537)"
"564.1","Irritable Bowel Syndrome","Digestive",160408,3701,"1363 (460-2435)",68819,1538,"1368 (461-2438)",60841,2715,"1599 (670-2716)",29099,340,"930 (353-1529.5)"
"565","Anal and rectal conditions","Digestive",163807,1864,"1386 (475-2465)",70293,756,"1394 (477-2469)",64470,909,"1661 (726-2784)",29259,347,"932 (354-1533)"
"565.1","Anal and rectal polyp","Digestive",166247,234,"1404 (487-2484)",71329,95,"1410 (491-2491)",66007,78,"1688 (753-2811)",29560,55,"936 (356-1538)"
"567","Peritonitis and retroperitoneal infections","Digestive",165466,1210,"1404 (488-2485)",71000,504,"1411 (491-2493)",65768,426,"1689 (752-2813)",28992,361,"936 (359-1538)"
"568","Other disorders of peritoneum","Digestive",166219,172,"1405 (489-2485)",71316,82,"1412 (492-2493)",66055,56,"1690 (755-2814)",29455,120,"935 (357-1538.5)"
"568.1","Peritoneal adhesions (postoperative) (postinfection)","Digestive",166321,129,"1404 (489-2485)",71359,45,"1413 (492-2493)",66064,52,"1689 (754-2813)",29195,328,"932 (353.5-1533)"
"569","Other disorders of intestine","Digestive",145722,10700,"1228 (386-2255)",62521,4535,"1234 (389-2266)",54195,4609,"1434 (546-2521)",29287,245,"934 (356-1535)"
"569.1","Toxic gastroenteritis and colitis","Digestive",166387,179,"1405 (488-2486)",71389,53,"1413 (491-2492)",66080,65,"1690 (754-2814)",29556,290,"934 (356-1535)"
"569.2","Gastrointestinal complications","Digestive",165612,819,"1399 (484-2478)",70988,321,"1407 (486-2487)",65549,397,"1684 (748-2807)",29262,357,"934 (355-1535)"
"571.5","Other chronic nonalcoholic liver disease","Digestive",162920,3648,"1378 (468-2456)",69937,1585,"1380 (469-2459)",63458,2373,"1622 (698-2745.75)",28928,611,"928.5 (352-1529)"
"571.51","Cirrhosis of liver without mention of alcohol","Digestive",164912,932,"1406 (493-2488)",70705,434,"1414 (495-2491)",65379,472,"1688 (755-2811)",28776,390,"935 (357-1536)"
"571.6","Primary biliary cirrhosis","Digestive",166332,120,"1405 (488-2485)",71349,79,"1410 (490-2490)",66013,79,"1689 (754-2812)",29561,19,"937 (357-1539)"
"571.8","Liver abscess and sequelae of chronic liver disease","Digestive",165193,1613,"1403 (487-2486)",70840,658,"1410 (492-2493)",65652,585,"1687 (752-2813)",29153,386,"937 (358-1539)"
"571.81","Portal hypertension","Digestive",166317,181,"1405 (489-2486)",71339,94,"1413 (492-2493)",66047,83,"1690 (755-2814)",29011,324,"937 (358-1541)"
"572","Ascites (non malignant)","Digestive",165618,935,"1408 (493-2488)",71070,380,"1414 (494-2495)",65802,348,"1693 (759-2817)",28845,443,"940 (360-1542)"
