"phenotype","PhecodeString","group","training.case","training.ctrl","internal.case","internal.ctrl","external.case","external.ctrl","MIMIC_png.case","MIMIC_png.ctrl"
"528.1","Stomatitis and mucositis","Digestive",39,212567,15,90853,11,79715,67,60123
"528.11","Stomatitis and mucositis (ulcerative)","Digestive",98,211838,29,90570,22,79232,17,60226
"528.12","Oral aphthae","Digestive",514,206658,248,88414,235,75458,20,60220
"528.3","Cellulitis and abscess of oral soft tissues","Digestive",174,211368,73,90344,34,79073,15,60243
"528.5","Diseases of lips","Digestive",12,212618,6,90859,6,79684,16,60242
"528.7","Sialolithiasis","Digestive",39,212551,6,90859,5,79751,5,60269
"529.1","Glossitis","Digestive",18,212508,8,90828,6,79643,7,60258
"530","Diseases of esophagus","Digestive",41,212616,25,90862,16,79704,75,60132
"530.1","Esophagitis, GERD and related diseases","Digestive",1030,209724,413,89635,254,77923,385,59497
"530.11","GERD","Digestive",3986,203232,1699,86923,1360,75466,5590,47632
"530.12","Ulcer of esophagus","Digestive",2572,199857,1064,85407,948,71453,111,60085
"530.13","Barrett's esophagus","Digestive",56,212542,23,90839,19,79693,262,59683
"530.14","Reflux esophagitis","Digestive",3528,201789,1613,86204,1356,73542,50,60192
"530.2","Esophageal bleeding (varices/hemorrhage)","Digestive",299,212091,140,90614,68,79553,425,59336
"530.3","Stricture and stenosis of esophagus","Digestive",37,212626,12,90878,8,79769,177,59951
"530.5","Disorders of esophageal motility","Digestive",97,212429,46,90794,70,79568,143,59972
"530.7","Gastroesophageal laceration-hemorrhage syndrome","Digestive",55,212604,18,90867,16,79751,84,60084
"531.1","Hemorrhage from gastrointestinal ulcer","Digestive",2079,205640,872,87955,656,76086,266,59768
"531.2","Gastric ulcer","Digestive",1767,205254,784,87717,611,75626,199,59876
"531.3","Duodenal ulcer","Digestive",933,209240,437,89388,322,77709,130,60007
"531.4","Peptic ulcer, site unspecified","Digestive",2910,201916,1244,86300,918,73389,382,59391
"531.5","Gastrojejunal ulcer","Digestive",28,212652,11,90890,7,79744,31,60198
"532","Dysphagia","Digestive",423,211404,184,90327,151,79151,1356,58094
"535.1","Acute gastritis","Digestive",2049,204154,953,87204,895,74469,19,60236
"535.2","Atrophic gastritis","Digestive",259,212075,131,90621,120,79446,56,60126
"535.6","Duodenitis","Digestive",157,212384,69,90777,41,79672,166,59906
"535.8","Other specified gastritis","Digestive",1053,210366,436,89928,292,78819,111,59980
"535.9","Gastritis and duodenitis, NOS","Digestive",495,210213,211,89820,266,77773,480,59060
"536.3","Gastroparesis","Digestive",19,212607,11,90866,10,79709,151,59784
"536.8","Dyspepsia and other specified disorders of function of stomach","Digestive",533,208840,219,89307,288,76462,106,60007
"537","Other disorders of stomach and duodenum","Digestive",323,211700,167,90421,133,79239,463,59331
"537.1","Lesions of stomach and duodenum","Digestive",28,212652,11,90881,6,79763,92,60022
"540.1","Appendicitis","Digestive",190,212412,75,90794,66,79658,22,60222
"540.11","Acute appendicitis","Digestive",1641,210185,665,89906,506,78961,140,59971
"550","Abdominal hernia","Digestive",68,212521,24,90835,15,79677,63,60140
"550.1","Inguinal hernia","Digestive",1108,210293,500,89852,278,78709,111,59936
"550.2","Diaphragmatic hernia","Digestive",365,212090,163,90611,97,79557,539,59054
"550.3","Femoral hernia","Digestive",58,212614,23,90873,17,79748,9,60256
"550.4","Umbilical hernia","Digestive",55,212601,29,90857,12,79734,133,59884
"550.5","Ventral hernia","Digestive",53,212578,20,90856,20,79712,119,59956
"550.6","Incisional hernia","Digestive",58,212558,22,90839,24,79694,108,59843
"555.1","Regional enteritis","Digestive",60,212066,28,90598,30,79262,217,59674
"555.2","Ulcerative colitis","Digestive",47,212579,24,90856,20,79701,164,59857
"555.21","Ulcerative colitis (chronic)","Digestive",39,212601,18,90863,12,79716,57,60123
"556","Ulceration of the lower GI tract","Digestive",58,212516,17,90825,18,79666,38,60198
"556.1","Ulceration of intestine","Digestive",39,212645,14,90884,11,79762,34,60184
"556.11","Angiodysplasia of intestine (without mention of hemorrhage)","Digestive",25,212679,8,90887,9,79758,54,60136
"558","Noninfectious gastroenteritis","Digestive",2671,199896,1115,85588,1286,72224,493,58973
"559","Ileostomy status","Digestive",37,212642,19,90870,8,79762,131,59895
"560.1","Paralytic ileus","Digestive",576,211822,253,90543,183,79447,655,59004
"560.2","Impaction of intestine","Digestive",62,212543,27,90832,24,79661,39,60194
"560.3","Peritoneal or intestinal adhesions","Digestive",232,212282,94,90741,74,79602,142,59958
"560.4","Other intestinal obstruction","Digestive",923,210629,411,89983,311,78795,650,58963
"561","Symptoms involving digestive system","Digestive",86,212439,38,90779,52,79597,164,59895
"562.1","Diverticulosis","Digestive",442,211633,182,90461,126,79318,674,58468
"562.2","Diverticulitis","Digestive",485,211809,215,90533,121,79472,200,59673
"564","Functional digestive disorders","Digestive",435,209526,186,89626,302,76848,49,60162
"564.1","Irritable Bowel Syndrome","Digestive",786,205948,351,88014,426,74080,308,59483
"565","Anal and rectal conditions","Digestive",450,209696,183,89651,173,78015,189,59716
"565.1","Anal and rectal polyp","Digestive",73,212451,21,90811,21,79667,27,60200
"567","Peritonitis and retroperitoneal infections","Digestive",846,211349,357,90345,201,79371,601,59163
"568","Other disorders of peritoneum","Digestive",218,212366,99,90770,28,79722,179,59974
"568.1","Peritoneal adhesions (postoperative) (postinfection)","Digestive",81,212540,37,90837,23,79730,242,59645
"569","Other disorders of intestine","Digestive",3392,189910,1437,81133,1118,67186,269,59727
"569.1","Toxic gastroenteritis and colitis","Digestive",54,212602,17,90870,17,79746,68,60183
"569.2","Gastrointestinal complications","Digestive",375,211677,178,90403,161,79139,180,59752
"571.5","Other chronic nonalcoholic liver disease","Digestive",1367,208671,653,89190,530,76937,531,59148
"571.51","Cirrhosis of liver without mention of alcohol","Digestive",927,210573,405,89951,243,78919,589,58826
"571.6","Primary biliary cirrhosis","Digestive",48,212544,23,90827,23,79670,28,60202
"571.8","Liver abscess and sequelae of chronic liver disease","Digestive",1232,210829,573,90064,328,79173,584,59277
"571.81","Portal hypertension","Digestive",91,212511,53,90801,29,79692,523,59188
"572","Ascites (non malignant)","Digestive",755,211466,288,90396,196,79379,797,58740
"573","Other disorders of liver","Digestive",387,211810,143,90548,130,79242,272,59717
"573.2","Liver replaced by transplant","Digestive",101,212448,54,90797,39,79638,43,60090
"573.3","Hepatomegaly","Digestive",46,212643,7,90894,10,79767,16,60249
"573.4","Acute and subacute necrosis of liver","Digestive",336,212159,175,90632,105,79554,550,59551
"573.5","Jaundice (not of newborn)","Digestive",1390,210319,588,89848,397,78896,293,59687
"573.6","Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]","Digestive",40,212434,11,90789,17,79554,1329,58029
"573.7","Abnormal results of function study of liver","Digestive",375,211896,180,90555,124,79371,104,60051
"573.9","Abnormal serum enzyme levels","Digestive",186,212013,92,90613,58,79490,356,59585
"574.1","Cholelithiasis","Digestive",1589,207570,738,88646,526,76985,391,59379
"574.11","Cholelithiasis with acute cholecystitis","Digestive",1126,210752,459,90077,326,79023,178,59906
"574.12","Cholelithiasis with other cholecystitis","Digestive",761,211440,368,90321,221,79282,138,59892
"574.2","Calculus of bile duct","Digestive",764,211228,313,90284,217,79147,353,59517
"574.3","Cholecystitis without cholelithiasis","Digestive",793,211234,350,90248,218,79196,284,59743
"575.1","Cholangitis","Digestive",1146,210504,486,89954,316,78986,394,59513
"575.2","Obstruction of bile duct","Digestive",230,212314,106,90737,66,79653,305,59481
"575.6","Cholesterolosis of gallbladder","Digestive",222,212313,95,90758,93,79592,17,60248
"575.7","Other disorders of gallbladder","Digestive",290,212154,131,90646,105,79495,114,60042
"575.8","Other disorders of biliary tract","Digestive",524,211451,214,90339,131,79319,280,59598
"577","Diseases of pancreas","Digestive",197,212169,70,90701,53,79583,235,59700
"577.1","Acute pancreatitis","Digestive",922,210905,379,90142,265,79115,608,58941
"577.2","Chronic pancreatitis","Digestive",112,212426,47,90776,25,79661,217,59667
"577.3","Cyst and pseudocyst of pancreas","Digestive",82,212574,21,90862,27,79721,136,59944
"578.1","Hematemesis","Digestive",156,212353,78,90746,47,79668,302,59726
"578.2","Blood in stool","Digestive",589,210112,255,89811,237,78398,473,59249
"578.8","Hemorrhage of rectum and anus","Digestive",1293,205202,576,87774,544,75082,248,59619
"578.9","Hemorrhage of gastrointestinal tract","Digestive",2965,206161,1269,88131,866,76968,1104,58191
"579","Other symptoms involving abdomen and pelvis","Digestive",84,212458,34,90808,18,79694,90,60084
"579.2","Splenomegaly","Digestive",304,212068,148,90603,93,79499,146,60003
"579.8","Nonspecific abnormal findings in stool contents","Digestive",66,212539,21,90847,17,79698,207,59798
"580.11","Proliferative glomerulonephritis","Genitourinary",64,212474,21,90804,43,79468,11,60259
"580.12","Non-proliferative glomerulonephritis","Genitourinary",82,212361,39,90743,41,79456,30,60200
"580.13","Acute glomerulonephritis, NOS","Genitourinary",31,212647,13,90893,9,79747,67,60139
"580.14","Chronic glomerulonephritis, NOS","Genitourinary",47,212491,26,90804,23,79644,29,60190
"580.2","Nephrotic syndrome without mention of glomerulonephritis","Genitourinary",189,212189,100,90660,84,79477,34,60168
"580.31","Nephritis and nephropathy in diseases classified elsewhere","Genitourinary",211,210913,97,90095,143,78488,267,59353
"580.32","Nephritis and nephropathy with pathological lesion","Genitourinary",109,212372,58,90762,59,79549,129,59994
"580.4","Renal sclerosis, NOS","Genitourinary",26,212657,12,90884,17,79742,44,60181
"585.1","Acute renal failure","Genitourinary",3162,207646,1386,88742,983,77851,5889,48987
"585.2","Renal failure NOS","Genitourinary",831,210231,342,89884,317,78216,108,60093
"585.3","Chronic renal failure [CKD]","Genitourinary",2213,206860,998,88417,738,76916,1962,55370
"585.31","Renal dialysis","Genitourinary",745,211016,346,90140,204,79170,466,59177
"585.32","End stage renal disease","Genitourinary",1295,209626,550,89593,327,78616,652,58687
"585.33","Chronic Kidney Disease, Stage III","Genitourinary",610,211142,236,90267,250,79006,1289,57502
"585.34","Chronic Kidney Disease, Stage IV","Genitourinary",468,211026,178,90184,184,78849,414,59300
"585.4","Chronic kidney disease, Stage I or II","Genitourinary",209,212091,102,90635,82,79439,182,59727
"586","Other disorders of the kidney and ureters","Genitourinary",681,211405,267,90385,220,79250,442,59198
"586.2","Cyst of kidney, acquired","Genitourinary",528,211377,203,90349,176,79103,90,60044
"586.4","Stricture/obstruction of ureter","Genitourinary",171,212331,87,90712,58,79599,121,60011
"587","Kidney replaced by transpant","Genitourinary",45,212584,16,90853,19,79688,153,59699
"588","Disorders resulting from impaired renal function","Genitourinary",51,212568,18,90851,23,79688,44,60183
"588.2","Secondary hyperparathyroidism (of renal origin)","Genitourinary",46,212592,25,90857,32,79702,94,59942
"589","Abnormal results of function study of kidney","Genitourinary",13,212689,6,90893,7,79769,75,60114
"590","Pyelonephritis","Genitourinary",1109,210558,485,89943,362,78896,401,59375
"591","Urinary tract infection","Genitourinary",7271,192192,3133,82180,2470,69055,4699,51370
"592.1","Cystitis","Genitourinary",71,212447,31,90760,36,79611,100,60054
"592.11","Acute cystitis","Genitourinary",151,211311,59,90327,74,78998,53,60168
"592.12","Chronic cystitis","Genitourinary",27,212617,20,90844,27,79682,9,60258
"592.13","Chronic interstitial cystitis","Genitourinary",29,212606,10,90863,17,79694,14,60245
"592.2","Urethritis and urethral syndrome","Genitourinary",41,212443,23,90790,27,79551,8,60246
"593","Hematuria","Genitourinary",1418,205951,594,88117,588,75416,467,59201
"593.1","Gross hematuria","Genitourinary",389,211438,146,90421,130,79153,310,59621
"593.2","Microscopic hematuria","Genitourinary",141,212275,49,90746,61,79449,138,60012
"594","Urinary calculus","Genitourinary",109,212236,40,90707,59,79451,239,59700
"594.1","Calculus of kidney","Genitourinary",1336,207431,552,88699,406,77037,231,59569
"594.2","Calculus of lower urinary tract","Genitourinary",221,212198,99,90681,69,79534,18,60213
"594.3","Calculus of ureter","Genitourinary",1453,208573,630,89093,449,78019,94,59961
"594.8","Renal colic","Genitourinary",974,207771,419,88799,351,77285,18,60206
"595","Hydronephrosis","Genitourinary",1626,209286,685,89472,518,78443,368,59406
"596","Other disorders of bladder","Genitourinary",110,212456,49,90781,47,79653,119,59960
"596.1","Bladder neck obstruction","Genitourinary",40,212559,17,90834,13,79678,39,60178
"596.5","Functional disorders of bladder","Genitourinary",916,208785,399,89243,363,77384,217,59781
"597","Other disorders of urethra and urinary tract","Genitourinary",34,212606,15,90863,7,79748,25,60227
"597.1","Urethral stricture (not specified as infectious)","Genitourinary",125,212443,54,90791,48,79658,34,60186
"597.2","Urinary complications NEC","Genitourinary",23,212662,20,90876,13,79750,152,59911
"599","Other symptoms/disorders or the urinary system","Genitourinary",70,212536,26,90826,20,79696,113,59996
"599.1","Urinary obstruction","Genitourinary",58,212497,28,90814,17,79689,106,60089
"599.2","Retention of urine","Genitourinary",1148,209837,461,89705,436,78259,1655,57001
"599.3","Dysuria","Genitourinary",498,210280,203,89903,261,77988,215,59792
"599.4","Urinary incontinence","Genitourinary",398,210080,169,89828,194,77804,729,58650
"599.5","Frequency of urination and polyuria","Genitourinary",878,207993,372,88930,409,76326,240,59728
"599.6","Oliguria and anuria","Genitourinary",70,212591,34,90852,32,79701,253,59855
"599.8","Other symptoms involving urinary system","Genitourinary",98,212495,52,90802,41,79678,35,60203
"599.9","Other abnormality of urination","Genitourinary",299,212098,126,90666,118,79473,98,60039
"600","Hyperplasia of prostate","Genitourinary",3302,200115,1469,85544,1179,72360,1805,56640
"601.11","Acute prostatitis","Genitourinary",49,212571,19,90851,18,79695,25,60227
"601.12","Chronic prostatitis","Genitourinary",101,211837,48,90503,84,79071,12,60255
"601.3","Orchitis and epididymitis","Genitourinary",125,212048,69,90621,64,79471,32,60183
"601.4","Balanoposthitis","Genitourinary",73,212003,29,90588,27,79418,9,60261
"601.8","Other inflammatory disorders of male genital organs","Genitourinary",72,212490,25,90815,16,79610,35,60194
"602","Other disorders of prostate","Genitourinary",46,212632,28,90860,19,79598,8,60264
"603.1","Hydrocele","Genitourinary",76,212509,30,90826,19,79696,31,60211
"604","Disorders of penis","Genitourinary",15,212645,5,90882,11,79748,39,60196
"604.1","Redundant prepuce and phimosis/BXO","Genitourinary",91,212272,34,90716,25,79608,30,60232
"605","Erectile dysfunction [ED]","Genitourinary",90,211564,28,90396,50,78894,126,59970
"608","Other disorders of male genital organs","Genitourinary",29,212556,12,90841,15,79718,107,60029
"610.1","Cystic mastopathy","Genitourinary",40,212580,9,90852,14,79640,15,60261
"611.3","Lump or mass in breast","Genitourinary",1229,199596,502,85344,434,74049,48,60190
"612.2","Hypertrophy of breast (Gynecomastia)","Genitourinary",63,212424,27,90809,23,79631,14,60207
"613.1","Inflammatory disease of breast","Genitourinary",49,212406,20,90785,18,79632,34,60171
"613.5","Mastodynia","Genitourinary",73,212131,29,90673,23,79501,27,60221
"614.1","Pelvic peritoneal adhesions, female (postoperative) (postinfection)","Genitourinary",600,211859,269,90559,153,79509,19,60169
"614.3","Pelvic inflammatory disease (PID)","Genitourinary",160,212469,56,90811,38,79712,8,60256
"614.31","Acute inflammatory pelvic disease","Genitourinary",97,212410,40,90792,25,79678,10,60256
"614.32","Chronic inflammatory pelvic disease","Genitourinary",96,212577,36,90861,22,79740,23,60231
"614.33","Pelvic inflammatory disease, NOS","Genitourinary",291,211986,115,90627,67,79575,22,60215
"614.4","Inflammatory diseases of uterus, except cervix","Genitourinary",19,212594,10,90858,9,79697,20,60227
"614.52","Vaginitis and vulvovaginitis","Genitourinary",866,205060,363,87657,289,75061,43,60155
"614.53","Cyst or abscess of Bartholin's gland","Genitourinary",14,212547,8,90846,9,79701,5,60266
"615","Endometriosis","Genitourinary",1557,208904,610,89369,408,78293,49,60097
"618","Genital prolapse","Genitourinary",30,212663,11,90897,11,79748,6,60256
"618.1","Prolapse of vaginal walls","Genitourinary",345,212073,162,90616,95,79518,25,60179
"618.2","Uterine/Uterovaginal prolapse","Genitourinary",401,211974,174,90590,104,79463,18,60183
"619.1","Noninflammatory disorders of ovary, fallopian tube, and broad ligament","Genitourinary",153,212513,71,90812,47,79713,35,60174
"619.2","Disorders of uterus, NEC","Genitourinary",25,212650,10,90883,10,79760,13,60209
"619.4","Noninflammatory disorders of vagina","Genitourinary",37,212658,16,90886,7,79755,61,60059
"621","Endometrial hyperplasia","Genitourinary",286,211130,135,90236,83,78981,5,60264
"622.1","Polyp of corpus uteri","Genitourinary",110,212280,47,90722,25,79583,12,60235
"624.9","stress incontinence, female","Genitourinary",169,211856,74,90566,64,79206,41,60098
"625","Pain and other symptoms associated with female genital organs","Genitourinary",29,212556,12,90846,11,79688,50,60059
"626","Disorders of menstruation and other abnormal bleeding from female genital tract","Genitourinary",72,212505,34,90817,23,79689,35,60229
"626.1","Irregular menstrual cycle/bleeding","Genitourinary",35,212454,18,90800,11,79672,20,60200
"626.11","Absent or infrequent menstruation","Genitourinary",138,210691,56,89984,39,78569,22,60242
"626.12","Excessive or frequent menstruation","Genitourinary",492,210878,220,90134,133,78988,50,60037
"626.13","Irregular menstrual cycle","Genitourinary",112,211467,44,90364,43,78895,8,60265
"626.14","Irregular menstrual bleeding","Genitourinary",252,210850,108,90130,86,78771,7,60269
"626.2","Dysmenorrhea","Genitourinary",348,210971,158,90215,88,79010,15,60209
"626.8","Infertility, female","Genitourinary",96,212133,52,90638,32,79470,12,60247
"627.1","Postmenopausal bleeding","Genitourinary",97,211894,45,90540,44,79250,19,60188
"627.2","Symptomatic menopause","Genitourinary",293,209461,129,89518,125,77015,6,60270
"627.3","Postmenopausal atrophic vaginitis","Genitourinary",136,211519,64,90399,69,78718,12,60241
"628","Ovarian cyst","Genitourinary",490,211571,210,90432,139,79261,99,59918
"634","Miscarriage; stillbirth","Pregnancy complications",44,212426,13,90792,7,79683,14,60229
"634.1","Missed abortion/Hydatidiform mole","Pregnancy complications",22,212532,9,90829,8,79703,6,60262
"634.3","Ectopic pregnancy","Pregnancy complications",169,212329,76,90745,22,79682,8,60263
"635.3","Placenta previa and abruptio placenta","Pregnancy complications",61,212484,20,90828,12,79705,21,60203
"642","Hypertension complicating pregnancy, childbirth, and the puerperium","Pregnancy complications",28,212557,9,90839,24,79688,29,60138
"646","Other complications of pregnancy NEC","Pregnancy complications",95,211679,30,90475,14,79347,24,60172
"647","Infectious and parasitic complications affecting pregnancy","Pregnancy complications",35,212537,24,90832,8,79730,35,60171
"647.1","Infections of genitourinary tract during pregnancy","Pregnancy complications",25,212656,10,90890,5,79764,19,60192
"671","Venous/cerebrovascular complications embolism in pregnancy and the puerperium","Pregnancy complications",25,212649,7,90889,9,79759,20,60237
"681","Superficial cellulitis and abscess","Dermatologic",978,208460,443,89082,352,76926,32,60192
"681.1","Cellulitis and abscess of fingers/toes","Dermatologic",648,208336,297,89034,236,77136,99,59799
"681.2","Cellulitis and abscess of face/neck","Dermatologic",1318,209625,592,89600,274,78613,103,59990
"681.3","Cellulitis and abscess of arm/hand","Dermatologic",400,211428,193,90325,110,79156,289,59455
"681.5","Cellulitis and abscess of leg, except foot","Dermatologic",1633,208717,752,89109,459,77931,632,58420
"681.6","Cellulitis and abscess of foot, toe","Dermatologic",236,211703,115,90470,79,79243,144,59656
"681.7","Cellulitis and abscess of trunk","Dermatologic",459,211368,185,90347,132,79170,325,59371
"686","Other local infections of skin and subcutaneous tissue","Dermatologic",232,211758,92,90499,95,78855,130,60016
"686.1","Carbuncle and furuncle","Dermatologic",354,209330,139,89448,177,77040,13,60247
"686.5","Pyoderma","Dermatologic",127,211312,42,90323,78,78476,14,60253
"687.1","Rash and other nonspecific skin eruption","Dermatologic",222,212048,93,90625,99,79436,574,59064
"687.4","Disturbance of skin sensation","Dermatologic",174,212351,72,90748,42,79654,1018,58435
"689","Disorder of skin and subcutaneous tissue NOS","Dermatologic",141,212001,44,90652,54,79366,138,59958
"690.1","Seborrheic dermatitis","Dermatologic",204,210445,80,89951,133,77613,30,60200
"694.2","Other dyschromia","Dermatologic",41,212354,14,90762,8,79568,9,60256
"694.3","Vascular disorders of skin","Dermatologic",76,212329,24,90751,34,79458,5,60273
"695.1","Toxic erythema","Dermatologic",54,212618,24,90874,13,79743,18,60246
"695.22","Pemphigus and pemphigoid","Dermatologic",46,212600,18,90855,14,79733,17,60250
"695.3","Rosacea","Dermatologic",32,212122,8,90642,21,79283,44,60183
"695.42","Systemic lupus erythematosus","Dermatologic",207,211942,100,90594,85,79213,136,59930
"695.7","Prurigo and Lichen","Dermatologic",375,205769,171,87923,232,73708,24,60220
"695.8","Other specified erythematous conditions","Dermatologic",485,208914,214,89259,312,76391,54,60156
"695.9","Unspecified erythematous condition","Dermatologic",305,210004,121,89805,193,77467,91,60091
"696.41","Psoriasis vulgaris","Dermatologic",97,212091,42,90660,29,79424,219,59786
"696.42","Psoriatic arthropathy","Dermatologic",28,212554,10,90858,12,79670,51,60159
"698","Pruritus and related conditions","Dermatologic",89,211302,49,90307,42,78686,224,59674
"700","Corns and callosities","Dermatologic",19,212519,7,90807,13,79584,6,60256
"701","Other hypertrophic and atrophic conditions of skin","Dermatologic",36,212580,11,90846,19,79675,13,60240
"701.1","Keratoderma, acquired","Dermatologic",42,211935,23,90554,48,78839,9,60242
"701.2","Scar conditions and fibrosis of skin","Dermatologic",127,211913,62,90551,39,79360,16,60223
"702.2","Seborrheic keratosis","Dermatologic",11,212642,9,90867,8,79731,24,60228
"704","Diseases of hair and hair follicles","Dermatologic",27,212622,7,90881,9,79733,13,60264
"704.1","Alopecia","Dermatologic",32,212177,6,90685,15,79441,25,60221
"704.8","Other specified diseases of hair and hair follicles","Dermatologic",87,211383,28,90332,54,78541,37,60161
"705","Disorders of sweat glands","Dermatologic",34,212323,22,90761,33,79337,24,60233
"705.3","Hidradenitis","Dermatologic",29,212574,20,90858,13,79702,11,60230
"705.8","Hyperhidrosis","Dermatologic",21,212665,7,90886,5,79757,162,60001
"706.1","Acne","Dermatologic",181,209958,72,89795,95,78007,27,60223
"706.2","Sebaceous cyst","Dermatologic",131,212237,59,90691,37,79488,29,60212
"706.8","Other specified diseases of sebaceous glands","Dermatologic",67,212141,25,90694,45,79257,17,60250
"707.1","Decubitus ulcer","Dermatologic",544,211536,224,90419,178,79161,744,58989
"707.2","Chronic ulcer of leg or foot","Dermatologic",348,211857,148,90543,69,79449,488,58785
"707.3","Chronic ulcer of unspecified site","Dermatologic",66,212511,41,90814,20,79682,85,60038
"709.2","Sicca syndrome","Dermatologic",469,210575,174,90029,207,78203,61,60157
"709.3","Systemic sclerosis","Dermatologic",29,212645,13,90875,14,79736,35,60191
"709.4","Polymyositis","Dermatologic",15,212661,8,90885,13,79742,12,60246
"709.5","Dermatomyositis","Dermatologic",21,212656,9,90883,8,79748,16,60256
"709.7","Unspecified diffuse connective tissue disease","Dermatologic",847,209657,351,89640,378,77873,21,60241
"710.11","Acute osteomyelitis","Musculoskeletal",90,212501,38,90824,28,79692,140,59884
"710.12","Chronic osteomyelitis","Musculoskeletal",142,212414,49,90786,37,79654,134,59954
"710.19","Unspecified osteomyelitis","Musculoskeletal",439,212017,193,90602,66,79585,266,59667
"711","Arthropathy associated with infections","Musculoskeletal",37,212460,26,90801,22,79625,10,60264
"711.1","Pyogenic arthritis","Musculoskeletal",83,212550,43,90831,29,79703,169,59943
"712","Infective connective tissue disorders","Musculoskeletal",208,212297,114,90693,40,79658,117,60097
"714","Rheumatoid arthritis and other inflammatory polyarthropathies","Musculoskeletal",95,212383,46,90759,32,79570,31,60209
"714.1","Rheumatoid arthritis","Musculoskeletal",398,210323,154,89937,166,77971,386,59392
"715","Other inflammatory spondylopathies","Musculoskeletal",80,211824,37,90548,41,79265,12,60258
"715.1","Sacroiliitis NEC","Musculoskeletal",98,211603,52,90400,79,79048,12,60245
"715.2","Ankylosing spondylitis","Musculoskeletal",182,211466,69,90372,76,79040,33,60214
"716","Other arthropathies","Musculoskeletal",35,212629,14,90874,14,79747,14,60257
"716.9","Arthropathy NOS","Musculoskeletal",84,211626,40,90464,33,79109,330,59191
"717","Polymyalgia Rheumatica","Musculoskeletal",19,212628,8,90874,19,79717,155,59908
"720","Spinal stenosis","Musculoskeletal",375,211814,149,90530,86,79293,466,59272
"720.1","Spinal stenosis of lumbar region","Musculoskeletal",1279,210438,552,89933,244,78853,297,59513
"721.1","Spondylosis without myelopathy","Musculoskeletal",2014,196562,841,83880,610,70104,562,58875
"721.2","Spondylosis with myelopathy","Musculoskeletal",575,209755,251,89594,148,78112,121,60005
"721.8","Other allied disorders of spine","Musculoskeletal",179,212054,78,90623,57,79463,20,60252
"722.1","Displacement of intervertebral disc","Musculoskeletal",1231,204830,577,87420,336,75331,220,59637
"722.6","Degeneration of intervertebral disc","Musculoskeletal",305,211734,143,90460,71,79330,173,59812
"722.7","Intervertebral disc disorder with myelopathy","Musculoskeletal",1716,201533,752,86038,449,73911,85,60122
"722.9","Other and unspecified disc disorder","Musculoskeletal",252,210889,101,90148,97,78648,124,60059
"723","Other disorders of cervical region","Musculoskeletal",66,212511,21,90836,8,79716,11,60247
"724.8","Other symptoms referable to back","Musculoskeletal",73,212493,41,90788,20,79667,47,60152
"726","Peripheral enthesopathies and allied syndromes","Musculoskeletal",596,208358,247,89026,197,76919,58,60101
"726.1","Enthesopathy","Musculoskeletal",465,209520,219,89512,245,77129,70,60068
"726.2","Synoviopathy","Musculoskeletal",45,212086,11,90684,16,79330,12,60243
"726.3","Bursitis","Musculoskeletal",44,212425,21,90795,21,79556,23,60183
"726.4","Calcaneal spur; Exostosis NOS","Musculoskeletal",28,212616,13,90879,9,79734,12,60244
"727","Other disorders of synovium, tendon, and bursa","Musculoskeletal",290,210085,137,89753,158,77699,7,60252
"727.1","Synovitis and tenosynovitis","Musculoskeletal",1582,200834,671,85889,419,73200,55,60086
"727.4","Ganglion and cyst of synovium, tendon, and bursa","Musculoskeletal",211,211699,93,90501,45,79301,16,60230
"727.5","Rupture of synovium","Musculoskeletal",29,212644,14,90872,13,79726,28,60188
"727.6","Rupture of tendon, nontraumatic","Musculoskeletal",302,212228,132,90702,58,79625,7,60256
"728.7","Fasciitis","Musculoskeletal",1463,197650,657,84389,460,71412,15,60215
"729","Other disorders of soft tissues","Musculoskeletal",41,212616,22,90868,7,79757,136,59996
"729.3","Panniculitis","Musculoskeletal",17,212681,5,90895,7,79760,13,60231
"733","Other disorders of bone and cartilage","Musculoskeletal",407,209439,177,89522,179,77834,199,59995
"733.4","Aseptic necrosis of bone","Musculoskeletal",221,212178,93,90656,43,79601,52,60080
"733.8","Malunion and nonunion of fracture","Musculoskeletal",251,211998,120,90617,43,79525,44,60172
"735","Acquired foot deformities","Musculoskeletal",37,212628,6,90890,8,79754,124,59976
"735.3","Hallux valgus (Bunion)","Musculoskeletal",91,212177,40,90656,25,79455,7,60243
"736","Other acquired deformities of limbs","Musculoskeletal",99,212410,57,90765,23,79644,7,60263
"736.1","Acquired deformities of forearm","Musculoskeletal",28,212652,22,90876,5,79760,8,60264
"736.2","Acquired deformities of finger","Musculoskeletal",87,212440,30,90801,17,79649,5,60272
"737.1","Kyphosis (acquired)","Musculoskeletal",55,212576,21,90844,15,79693,68,60137
"737.3","Kyphoscoliosis and scoliosis","Musculoskeletal",325,210922,110,90206,130,78710,142,59951
"738","Other acquired musculoskeletal deformity","Musculoskeletal",299,212157,122,90658,52,79612,22,60230
"738.4","Acquired spondylolisthesis","Musculoskeletal",1373,208827,593,89176,298,78170,76,60108
"739","Contracture of joint","Musculoskeletal",166,211772,74,90512,56,79268,28,60214
"740.1","Osteoarthritis; localized","Musculoskeletal",1083,207794,457,88851,260,77584,340,59029
"740.11","Osteoarthrosis, localized, primary","Musculoskeletal",1824,200529,761,85714,569,72093,172,60040
